Order,Family,species,,,,scs,haploid
Coleoptera,Chrysomelidae,Basilepta_balyi,,,,Xyp,14
Coleoptera,Chrysomelidae,Basilepta_fuvipes,,,,Xyp,14
Coleoptera,Chrysomelidae,Basilepta_obliteratum,,,,Xyp,12
Coleoptera,Chrysomelidae,Basiprionota_decemmaculata,,,,Xyp,9
Coleoptera,Chrysomelidae,Blepharida_rhois,,,,Xyp,16
Coleoptera,Chrysomelidae,Botanochara_angulata,,,,XXY,26
Coleoptera,Chrysomelidae,Botanochara_boriensis,,,,Xyy,13
Coleoptera,Chrysomelidae,Botanochara_boriensis,,,,Xyy,20
Coleoptera,Chrysomelidae,Botanochara_boriensis,,,,XXXY,23
Coleoptera,Chrysomelidae,Botanochara_boriensis,,,,XXY,24
Coleoptera,Chrysomelidae,Botanochara_duodecimverrucata,,,,XO,16
Coleoptera,Chrysomelidae,Botanochara_duodecimverrucata,,,,XXXY,23
Coleoptera,Chrysomelidae,Botanochara_sp,,,,XXXY,16
Coleoptera,Chrysomelidae,Botanochara_sp,,,,XXXY,23
Coleoptera,Chrysomelidae,Botanochara_tesselata,,,,Xyp,18
Coleoptera,Chrysomelidae,Bromius_obscurus,,,,Xyp,8
Coleoptera,Chrysomelidae,Bruchidius_albizziae,,,,Xyp,11
Coleoptera,Chrysomelidae,Bruchidius_aureus,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchidius_dimorphous,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchidius_mimosae,,,,Xyp,11
Coleoptera,Chrysomelidae,Bruchidius_multilineolatus,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchidius_saundersi,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchidius_sp._1,,,,Xyp,11
Coleoptera,Chrysomelidae,Bruchidius_urbanus,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchus_pisorum,,,,Xyp,10
Coleoptera,Chrysomelidae,Bruchus_pisorum,,,,XY,11
Coleoptera,Chrysomelidae,Bruchus_rufimanus,,,,XO,19
Coleoptera,Chrysomelidae,Calligrapha_alni,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_amator,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_bidenticola,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_californica_corepsivora,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_fulvipes,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_multipunctata_bigsbya,,,,Xyp,12
Coleoptera,Chrysomelidae,Calligrapha_philadelphica,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_philadelphica,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_pnirsa,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_polyspila,,,,Xyp,12
Coleoptera,Chrysomelidae,Calligrapha_pruni,,,,XO,12
Coleoptera,Chrysomelidae,Calligrapha_verrucosa,,,,XO,12
Coleoptera,Chrysomelidae,Callosobruchus_alis,,,,XY,10
Coleoptera,Chrysomelidae,Callosobruchus_chinensis,,,,XO,10
Coleoptera,Chrysomelidae,Callosobruchus_chinensis,,,,XY,10
Coleoptera,Chrysomelidae,Callosobruchus_chinensis,,,,Xyp,10
Coleoptera,Chrysomelidae,Callosobruchus_chinensis,,,,Xyyp,10
Coleoptera,Chrysomelidae,Callosobruchus_maculatus,,,,XY,10
Coleoptera,Chrysomelidae,Callosobruchus_maculatus,,,,Xyp,10
Coleoptera,Chrysomelidae,Callosobruchus_subinnotatus,,,,XY,10
Coleoptera,Chrysomelidae,Capraita_egleri,,,,Xy,11
Coleoptera,Chrysomelidae,Capraita_sp._1,,,,Xy,11
Coleoptera,Chrysomelidae,Capraita_strichocephala,,,,Xy,11
Coleoptera,Chrysomelidae,Capraita_trinidadensis,,,,Xy,11
Coleoptera,Chrysomelidae,Caryedon_acaciae,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_gogra,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_lineatonota,,,,Xyp,10
Coleoptera,Chrysomelidae,Caryedon_longus,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_opacus,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_prosopius,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_serratus,,,,Xyp,9
Coleoptera,Chrysomelidae,Caryedon_sp._1,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassida_azurea,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_bergeali,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_circumdata,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_deflorata,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_enervis,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_flaveola,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_fuscorufa,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_hemisphaerica,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassida_hexastigma,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_inquita,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_leucanthemi,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_margaritacea,,,,Xyp,15
Coleoptera,Chrysomelidae,Cassida_nebulosa,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_pannonica,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassida_panzeri,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_prasi,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_pusilla,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_rubiginosa,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_rufovirens,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_sanguinolenta,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_sanguinosa,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_sp._1,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassida_sp._1,,,,Xyyp,10
Coleoptera,Chrysomelidae,Cassida_subreticulata,,,,Xyp,15
Coleoptera,Chrysomelidae,Cassida_varians,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_vibex,,,,Xyp,9
Coleoptera,Chrysomelidae,Cassida_vibex,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassida_virdis,,,,Xyp,12
Coleoptera,Chrysomelidae,Cassida_virdis,,,,Xyp,15
Coleoptera,Chrysomelidae,Cassida_virdis_1,,,,XY,8
Coleoptera,Chrysomelidae,Cassida_Virdis_2,,,,Xyp,12
Coleoptera,Chrysomelidae,Cassida_Virdis_3,,,,Xyp,15
Coleoptera,Chrysomelidae,Cassida_vittata,,,,Xyp,10
Coleoptera,Chrysomelidae,Cassidinae_sp,,,,XY,11
Coleoptera,Chrysomelidae,Cerotoma_atrofasciata,,,,XO,17
Coleoptera,Chrysomelidae,Cerotoma_ruficornis,,,,XO,17
Coleoptera,Chrysomelidae,Cerotoma_sp._1_in_variegata_complex,,,,XO,11
Coleoptera,Chrysomelidae,Chaetocnema_chloropha,,,,Xyp,10
Coleoptera,Chrysomelidae,Chaetocnema_concin,,,,XY,11
Coleoptera,Chrysomelidae,Chaetocnema_conducta,,,,Xyp,11
Coleoptera,Chrysomelidae,Chaetocnema_depressa,,,,Xyr,13
Coleoptera,Chrysomelidae,Chaetocnema_major,,,,Xyp,11
Coleoptera,Chrysomelidae,Chaetocnema_tibialis,,,,Xyr,11
Coleoptera,Chrysomelidae,Chalcophana_cincta,,,,Xyp,13
Coleoptera,Chrysomelidae,Chalcophana_sp.,,,,NeoXY,13
Coleoptera,Chrysomelidae,Chalcophana_sp._1,,,,NeoXY,13
Coleoptera,Chrysomelidae,Chalcophana_verecunda,,,,NeoXY,13
Coleoptera,Chrysomelidae,Chalcophana_verecunda,,,,Xyp,13
Coleoptera,Chrysomelidae,Chalepus_dorsalis,,,,Xyp,8
Coleoptera,Chrysomelidae,Chalepus_inequalis,,,,Xyp,9
Coleoptera,Chrysomelidae,Chalepus_sanguinicollis,,,,Xyp,9
Coleoptera,Chrysomelidae,Chalepus_sp._1,,,,Xyp,9
Coleoptera,Chrysomelidae,Charidotella_immaculata,,,,Xyp,11
Coleoptera,Chrysomelidae,Charidotella_quadrisigta,,,,Xyp,12
Coleoptera,Chrysomelidae,Charidotella_sexpunctata,,,,Xyp,11
Coleoptera,Chrysomelidae,Charidotella_sexpunctata,,,,Xyp,11
Coleoptera,Chrysomelidae,Chelymorpha_cassidea,,,,Xyp,11
Coleoptera,Chrysomelidae,Chelymorpha_cribaria,,,,Xyr,11
Coleoptera,Chrysomelidae,Chelymorpha_cribraria,,,,Xyp,11
Coleoptera,Chrysomelidae,Chelymorpha_indigesta,,,,Xyp,11
Coleoptera,Chrysomelidae,Chelymorpha_nigricollis,,,,Xyp,11
Coleoptera,Chrysomelidae,Chelymorpha_varians,,,,Xyp,11
Coleoptera,Chrysomelidae,Chirida_sp._1,,,,Xyp,18
Coleoptera,Chrysomelidae,Chiridopsis_bupunctata,,,,Xyp,9
Coleoptera,Chrysomelidae,Chlamisus_straminea,,,,XXY,11
Coleoptera,Chrysomelidae,Chlamydocassis_cribripennis,,,,Xyp,16
Coleoptera,Chrysomelidae,Chlamydocassis_metallica,,,,Xyp,16
Coleoptera,Chrysomelidae,Chrysochus_asclepiadeus,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysochus_auratus,,,,Xyc,13
Coleoptera,Chrysomelidae,Chrysochus_cobaltinus,,,,XO,15
Coleoptera,Chrysomelidae,Chrysodina_sp.,,,,Xyp,6
Coleoptera,Chrysomelidae,Chrysolina_affinis,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_alis,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_alis,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_americana,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_aurichalcea,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_aurichalcea,,,,XO,23
Coleoptera,Chrysomelidae,Chrysolina_aurichalcea,,,,Xyp,23
Coleoptera,Chrysomelidae,Chrysolina_banksi,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_bicolor,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_bigorrensis,,,,Xyp,13
Coleoptera,Chrysomelidae,Chrysolina_carnifex,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_carnifex,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_cerealis,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_cf._Subcostata,,,,Xyp,13
Coleoptera,Chrysomelidae,Chrysolina_coerulans,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_colasi,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_colasi,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_curvilinea,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_diluta,,,,Xyp,18
Coleoptera,Chrysomelidae,Chrysolina_exanthematica,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_fastuosa,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_femoralis,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_fragariae,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_gebleri,,,,Xyp,13
Coleoptera,Chrysomelidae,Chrysolina_gemi,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_globosa,,,,Xyp,13
Coleoptera,Chrysomelidae,Chrysolina_graminis,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_grossa,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_gypsophilae_grossepunctata,,,,Xyp,15
Coleoptera,Chrysomelidae,Chrysolina_haemoptera,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_helopioides,,,,XO,24
Coleoptera,Chrysomelidae,Chrysolina_herbacea,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_interstincta,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_janbechynei,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_kuesteri,,,,Xyp,11
Coleoptera,Chrysomelidae,Chrysolina_lucida,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_marcasitica,,,,Xyp,21
Coleoptera,Chrysomelidae,Chrysolina_marginata,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_marginata,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_marginata,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_obscurella,,,,XO,24
Coleoptera,Chrysomelidae,Chrysolina_obsoleta,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_oricalcia,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_peregrina,,,,Xyp,23
Coleoptera,Chrysomelidae,Chrysolina_polita,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_purpurascens,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_purpurascens,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_purpurascens_crassimargo,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_purpurascens_purpurascens,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysolina_pyrenaica,,,,Xyp,20
Coleoptera,Chrysomelidae,Chrysolina_rufa,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_rufa,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_staphylea,,,,Xyp,11
Coleoptera,Chrysomelidae,Chrysolina_staphylea,,,,XO,12
Coleoptera,Chrysomelidae,Chrysolina_timarchoides,,,,XO,24
Coleoptera,Chrysomelidae,Chrysolina_timarchoides,,,,XO,24
Coleoptera,Chrysomelidae,Chrysolina_umbratilis,,,,Xyp,15
Coleoptera,Chrysomelidae,Chrysolina_varians,,,,Xyp,16
Coleoptera,Chrysomelidae,Chrysolina_veridana,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysomela_interrupta,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_lapponica,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_mainensis_interna,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_populi,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_schaefferi,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_schaefferi,,,,Xyyp,17
Coleoptera,Chrysomelidae,Chrysomela_sp._1,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_sp._2,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysomela_tremulae,,,,Xyp,17
Coleoptera,Chrysomelidae,Chrysophtharta_aurea,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysophtharta_decolorata,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysophtharta_nobilitata,,,,Xyp,12
Coleoptera,Chrysomelidae,Chrysophtharta_variicollis,,,,Xyp,12
Coleoptera,Chrysomelidae,Cistudinella_obducta,,,,Xy,9
Coleoptera,Chrysomelidae,Clytra_laeviuscula,,,,Xyp,12
Coleoptera,Chrysomelidae,Clytra_quadripunctata,,,,XY,12
Coleoptera,Chrysomelidae,Clytra_succinata,,,,XY,20
Coleoptera,Chrysomelidae,Colaphus_sophiae,,,,XO,14
Coleoptera,Chrysomelidae,Colaspidema_barbarum,,,,Xyp,14
Coleoptera,Chrysomelidae,Colaspis_greyi,,,,Xyp,11
Coleoptera,Chrysomelidae,Colaspis_tricolor,,,,NeoXY,15
Coleoptera,Chrysomelidae,Colasposoma_auripenne,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_lividipes,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_metallicum,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_ortum,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_rufipes,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_semicostatum,,,,Xyp,8
Coleoptera,Chrysomelidae,Colasposoma_sp._1,,,,Xyp,8
Coleoptera,Chrysomelidae,Conchyloctenia_nigrovittata,,,,XY,8
Coleoptera,Chrysomelidae,Conchyloctenia_nigrovittata,,,,Xyp,9
Coleoptera,Chrysomelidae,Conicobruchus_indicus,,,,Xyp,10
Coleoptera,Chrysomelidae,Coptocephala_unifasciata,,,,Xyp,12
Coleoptera,Chrysomelidae,Coptocycla_adamantina,,,,Xyp,9
Coleoptera,Chrysomelidae,Coraia_clarki,,,,Xyp,18
Coleoptera,Chrysomelidae,Coraia_maculicollis,,,,Xyp,18
Coleoptera,Chrysomelidae,Cosmogramma_decora,,,,Xyp,10
Coleoptera,Chrysomelidae,Craspedonta_leaya,,,,Xyp,9
Coleoptera,Chrysomelidae,Crepidedera_aurea,,,,Xyp,9
Coleoptera,Chrysomelidae,Crepidedera_plutus,,,,Xyp,13
Coleoptera,Chrysomelidae,Crioceris_asparagi,,,,Xyp,8
Coleoptera,Chrysomelidae,Crioceris_duodecimpunctata,,,,Xyp,8
Coleoptera,Chrysomelidae,Crioceris_macilenta,,,,Xyp,8
Coleoptera,Chrysomelidae,Crioceris_paracenthesis,,,,Xyp,8
Coleoptera,Chrysomelidae,Crosita_altaica,,,,Xyp,15
Coleoptera,Chrysomelidae,Crosita_rugulosa,,,,Xyp,15
Coleoptera,Chrysomelidae,Crosita_salviae,,,,Xyp,12
Coleoptera,Chrysomelidae,Cryptocephalus_alis,,,,Xyp,15
Coleoptera,Chrysomelidae,Cryptocephalus_aureolus,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_bipunctatus,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_capucinus____,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_crassus____,,,,Xyr,16
Coleoptera,Chrysomelidae,Cryptocephalus_espanoli____,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_globicollis____,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_hypochoeridis____,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_moraei____,,,,Xyr,15
Coleoptera,Chrysomelidae,Cryptocephalus_ocellatus____,,,,Xyp,15
Coleoptera,Chrysomelidae,Cryptocephalus_ochroleucus____,,,,Xyp,15
